method,partition,metric,n_runs,mean,std,min,max
Y+X2,N5K,mAP,5,93.3900,0.0000,93.3900,93.3900
Y+X2,N5K,recall,5,86.6900,0.0000,86.6900,86.6900
Y+X2,N5K,precision,5,93.3900,0.0000,93.3900,93.3900
Y+X2,N5K,f1,5,87.5000,0.0000,87.5000,87.5000
Y+X2,N5K,iou,5,81.3800,0.0000,81.3800,81.3800
Y+X2,N5K,accuracy,5,95.5900,0.0000,95.5900,95.5900
Y+X2,MTF,mAP,5,77.1300,0.0000,77.1300,77.1300
Y+X2,MTF,recall,5,88.8400,0.0000,88.8400,88.8400
Y+X2,MTF,precision,5,77.1300,0.0000,77.1300,77.1300
Y+X2,MTF,f1,5,77.2500,0.0000,77.2500,77.2500
Y+X2,MTF,iou,5,73.8100,0.0000,73.8100,73.8100
Y+X2,MTF,accuracy,5,91.1200,0.0000,91.1200,91.1200
Y+X2,VF,mAP,5,81.1000,0.0000,81.1000,81.1000
Y+X2,VF,recall,5,92.0000,0.0000,92.0000,92.0000
Y+X2,VF,precision,5,81.1000,0.0000,81.1000,81.1000
Y+X2,VF,f1,5,83.6100,0.0000,83.6100,83.6100
Y+X2,VF,iou,5,77.8600,0.0000,77.8600,77.8600
Y+X2,VF,accuracy,5,98.0600,0.0000,98.0600,98.0600
Y+X2,FKIT,mAP,5,87.8100,0.0000,87.8100,87.8100
Y+X2,FKIT,recall,5,89.9300,0.0000,89.9300,89.9300
Y+X2,FKIT,precision,5,87.8100,0.0000,87.8100,87.8100
Y+X2,FKIT,f1,5,88.7600,0.0000,88.7600,88.7600
Y+X2,FKIT,iou,5,87.2900,0.0000,87.2900,87.2900
Y+X2,FKIT,accuracy,5,99.6800,0.0000,99.6800,99.6800
YOLO,N5K,mAP,5,86.5100,0.0000,86.5100,86.5100
YOLO,N5K,recall,5,78.2200,0.0000,78.2200,78.2200
YOLO,N5K,precision,5,86.5100,0.0000,86.5100,86.5100
YOLO,N5K,f1,5,79.0600,0.0000,79.0600,79.0600
YOLO,N5K,iou,5,72.6900,0.0000,72.6900,72.6900
YOLO,N5K,accuracy,5,94.3400,0.0000,94.3400,94.3400
YOLO,MTF,mAP,5,73.3600,0.0000,73.3600,73.3600
YOLO,MTF,recall,5,76.0300,0.0000,76.0300,76.0300
YOLO,MTF,precision,5,73.3600,0.0000,73.3600,73.3600
YOLO,MTF,f1,5,73.4000,0.0000,73.4000,73.4000
YOLO,MTF,iou,5,70.5900,0.0000,70.5900,70.5900
YOLO,MTF,accuracy,5,97.2700,0.0000,97.2700,97.2700
YOLO,VF,mAP,5,47.9200,0.0000,47.9200,47.9200
YOLO,VF,recall,5,68.9200,0.0000,68.9200,68.9200
YOLO,VF,precision,5,47.9200,0.0000,47.9200,47.9200
YOLO,VF,f1,5,52.8200,0.0000,52.8200,52.8200
YOLO,VF,iou,5,45.5000,0.0000,45.5000,45.5000
YOLO,VF,accuracy,5,95.4000,0.0000,95.4000,95.4000
YOLO,FKIT,mAP,5,59.7000,0.0000,59.7000,59.7000
YOLO,FKIT,recall,5,64.1400,0.0000,64.1400,64.1400
YOLO,FKIT,precision,5,59.7000,0.0000,59.7000,59.7000
YOLO,FKIT,f1,5,59.5000,0.0000,59.5000,59.5000
YOLO,FKIT,iou,5,56.0200,0.0000,56.0200,56.0200
YOLO,FKIT,accuracy,5,95.3700,0.0000,95.3700,95.3700
kMean++,N5K,mAP,5,25.5760,0.0301,25.5200,25.6000
kMean++,N5K,recall,5,43.9420,0.0974,43.7500,44.0200
kMean++,N5K,precision,5,25.5760,0.0301,25.5200,25.6000
kMean++,N5K,f1,5,31.2240,0.0441,31.1400,31.2600
kMean++,N5K,iou,5,20.3900,0.0310,20.3300,20.4100
kMean++,N5K,accuracy,5,64.1400,0.0253,64.1000,64.1600
kMean++,MTF,mAP,5,69.7180,0.0040,69.7100,69.7200
kMean++,MTF,recall,5,70.0280,0.0040,70.0200,70.0300
kMean++,MTF,precision,5,69.7180,0.0040,69.7100,69.7200
kMean++,MTF,f1,5,65.9780,0.0040,65.9700,65.9800
kMean++,MTF,iou,5,54.5700,0.0000,54.5700,54.5700
kMean++,MTF,accuracy,5,97.2100,0.0000,97.2100,97.2100
kMean++,VF,mAP,5,41.8660,0.0383,41.8300,41.9400
kMean++,VF,recall,5,50.4840,0.0561,50.4000,50.5700
kMean++,VF,precision,5,41.8660,0.0383,41.8300,41.9400
kMean++,VF,f1,5,41.4320,0.0479,41.3800,41.5200
kMean++,VF,iou,5,32.6720,0.0354,32.6400,32.7400
kMean++,VF,accuracy,5,95.0300,0.0000,95.0300,95.0300
kMean++,FKIT,mAP,5,47.0460,0.0206,47.0200,47.0700
kMean++,FKIT,recall,5,58.6620,0.0040,58.6600,58.6700
kMean++,FKIT,precision,5,47.0460,0.0206,47.0200,47.0700
kMean++,FKIT,f1,5,45.7820,0.0117,45.7700,45.8000
kMean++,FKIT,iou,5,36.7780,0.0117,36.7600,36.7900
kMean++,FKIT,accuracy,5,94.8660,0.0049,94.8600,94.8700
