method,frame,mAP,recall,iou,accuracy
SeTM+S2,554,0.7720,0.4858,0.2991,94.4052
SeTM+S2,555,0.3337,0.2072,0.1280,94.2422
SeTM+S2,556,2.5542,1.5426,0.9711,94.2167
SeTM+S2,557,14.1203,8.4063,5.5624,94.6969
SeTM+S2,558,27.9196,16.4646,11.5535,95.2630
SeTM+S2,559,30.5128,17.8771,12.7048,95.3507
SeTM+S2,560,30.7497,17.9088,12.7618,95.3349
SeTM+S2,561,34.7795,20.0846,14.5896,95.4984
SeTM+S2,562,47.9572,27.5188,21.1906,96.0716
SeTM+S2,563,60.8450,34.4142,28.1746,96.6220
SeTM+S2,564,74.7727,41.7866,36.6233,97.1787
SeTM+S2,565,86.8509,47.6386,44.4338,97.6458
SeTM+S2,566,77.6098,41.7383,37.2526,97.1610
SeTM+S2,567,75.1331,39.2161,34.7108,96.9669
SeTM+S2,568,65.7857,33.1122,28.2476,96.4599
SeTM+S2,569,58.5868,28.2443,23.5438,96.0540
SeTM+S2,570,51.7277,23.4571,19.2444,95.6920
SeTM+S2,571,46.1265,19.8982,16.1459,95.4188
SeTM+S2,572,44.6422,18.7095,15.1862,95.3378
SeTM+S2,573,60.1420,24.3989,21.0028,95.8970
SeTM+S2,574,57.1707,23.0620,19.6646,95.8414
SeTM+S2,575,63.0244,25.0541,21.8434,96.1036
SeTM+S2,576,59.9575,23.7035,20.4640,96.0369
SeTM+S2,577,65.8708,26.1278,23.0125,96.2746
SeTM+S2,578,73.6985,28.7576,26.0809,96.5519
SeTM+S2,579,69.6198,27.8786,24.8549,96.4596
SeTM+S2,580,64.7824,26.5347,23.1896,96.2986
SeTM+S2,581,66.1797,27.6477,24.2249,96.3507
SeTM+S2,582,75.8384,32.5503,29.4919,96.7072
SeTM+S2,583,74.2904,32.4899,29.2060,96.6408
SeTM+S2,584,78.1592,34.2559,31.2632,96.7046
SeTM+S2,585,49.1899,22.7741,18.4370,95.6862
SeTM+S2,586,58.0571,28.1226,23.3738,96.1535
SeTM+S2,587,54.0028,26.9148,21.8953,96.0592
SeTM+S2,588,50.3680,26.0372,20.7209,95.9841
SeTM+S2,589,44.7535,24.4346,18.7722,95.8401
SeTM+S2,590,33.9544,20.3998,14.6047,95.3905
SeTM+S2,591,32.1409,20.7839,14.4452,95.3652
SeTM+S2,592,39.2524,26.6021,18.8441,95.7014
SeTM+S2,593,45.9397,32.9265,23.7313,96.0492
SeTM+S2,594,38.2311,29.0506,19.7709,95.6021
SeTM+S2,595,35.1997,28.0583,18.5016,95.3605
SeTM+S2,596,16.0796,13.4233,7.8934,94.0356
SeTM+S2,597,6.9311,6.0291,3.3318,93.3258
SeTM+S2,598,0.0834,0.0745,0.0394,92.6502
SeTM+S2,599,0.0000,0.0000,0.0000,92.4722
SeTM+S2,600,0.0000,0.0000,0.0000,92.2445
SeTM+S2,601,0.0000,0.0000,0.0000,92.0815
SeTM+S2,602,0.3937,0.3616,0.1888,92.0476
SeTM+S2,603,1.2958,1.1761,0.6204,92.0273
SeTM+S2,604,5.1358,4.5919,2.4846,92.2377
SeTM+S2,605,7.6799,6.6365,3.6915,92.2510
SeTM+S2,606,17.2162,14.9120,8.6847,92.9630
SeTM+S2,607,30.4353,27.3107,16.8146,94.0593
SeTM+S2,608,49.3474,46.6274,31.5347,95.6769
SeTM+S2,609,72.6835,72.1289,56.7462,97.7172
SeTM+S2,610,71.6457,75.2703,57.9945,97.7970
SeTM+S2,611,46.7217,51.7487,32.5442,95.7582
SeTM+S2,612,35.8081,40.5571,23.4834,94.8320
SeTM+S2,613,21.1106,24.1731,12.7004,93.5240
SeTM+S2,614,19.3892,22.2515,11.5586,93.3724
SeTM+S2,615,10.7313,12.2597,6.0697,92.6900
SeTM+S2,616,12.9267,14.6565,7.3753,92.9611
SeTM+S2,617,11.9180,13.2985,6.7068,92.8859
SeTM+S2,618,13.0596,14.3504,7.3391,92.9986
SeTM+S2,619,15.7103,17.2411,8.9563,93.2393
SeTM+S2,620,18.9286,20.5151,10.9200,93.4948
SeTM+S2,621,23.5069,25.2496,13.8609,93.8601
SeTM+S2,622,29.5621,31.2646,17.9172,94.3040
SeTM+S2,623,30.3086,31.5905,18.2986,94.2587
SeTM+S2,624,27.7258,29.5860,16.7036,93.9109
SeTM+S2,625,19.5727,20.0860,11.0038,93.2251
SeTM+S2,626,26.8241,26.6505,15.4315,93.8323
SeTM+S2,627,29.9729,28.6691,17.1691,94.0567
SeTM+S2,628,28.6691,25.8431,15.7293,93.9239
SeTM+S2,629,34.3875,30.4636,19.2654,94.3106
SeTM+S2,630,39.7648,32.2431,21.6627,94.6929
SeTM+S2,631,47.6673,38.1341,26.8803,95.2755
SeTM+S2,632,55.3140,44.3093,32.6294,95.8879
SeTM+S2,633,59.8162,48.5397,36.6038,96.2812
SeTM+S2,634,67.7919,56.5700,44.5867,96.9307
SeTM+S2,635,63.3151,53.3516,40.7538,96.6386
SeTM+S2,636,68.2042,58.6932,46.0837,97.0641
SeTM+S2,637,58.6818,51.5805,37.8383,96.4280
SeTM+S2,638,49.9482,45.0486,31.0376,95.8163
SeTM+S2,639,37.7319,35.2474,22.2848,94.8683
SeTM+S2,640,30.1123,29.2801,17.4332,94.1558
SeTM+S2,641,28.7406,28.0080,16.5295,93.9712
SeTM+S2,642,28.2690,27.4229,16.1707,93.8012
SeTM+S2,643,29.5888,29.0327,17.1702,93.7682
SeTM+S2,644,29.0941,28.0286,16.6531,93.6490
SeTM+S2,645,36.6118,34.5363,21.6129,94.2653
SeTM+S2,646,42.9147,38.1720,25.3170,94.7758
SeTM+S2,647,51.5446,43.9013,31.0761,95.4439
SeTM+S2,648,56.3580,46.5317,34.2062,95.7980
SeTM+S2,649,67.3641,55.3288,43.6329,96.6603
SeTM+S2,650,62.9581,51.5912,39.5777,96.3154
SeTM+S2,651,65.3053,53.3057,41.5414,96.4905
SeTM+S2,652,62.8331,51.3260,39.3724,96.2963
SeTM+S2,653,60.8750,49.8461,37.7517,96.1361
SeTM+S2,654,65.6345,53.6610,41.8911,96.5289
SeTM+S2,655,65.8077,53.8624,42.0847,96.5475
SeTM+S2,656,69.6458,56.9776,45.6431,96.8422
SeTM+S2,657,73.1070,61.1201,49.9007,97.1531
SeTM+S2,658,76.3786,64.5880,53.8345,97.4378
SeTM+S2,659,78.1827,66.9929,56.4414,97.6001
SeTM+S2,660,85.2155,76.0538,67.1883,98.2982
SeTM+S2,661,90.0409,82.1183,75.2807,98.7768
SeTM+S2,662,95.6513,89.2871,85.8040,99.3393
SeTM+S2,663,95.2896,92.6828,88.6226,99.4815
SeTM+S2,664,89.1665,90.3925,81.4476,99.1204
SeTM+S2,665,80.4958,84.0916,69.8577,98.4735
SeTM+S2,666,76.7777,82.4096,65.9669,98.2198
SeTM+S2,667,75.2561,82.2429,64.7372,98.1535
SeTM+S2,668,84.1599,90.7402,77.5036,98.9132
SeTM+S2,669,83.1179,87.3670,74.2001,98.7319
SeTM+S2,670,65.1063,65.4474,48.4521,97.0394
SeTM+S2,671,56.2002,55.1198,38.5567,96.2122
SeTM+S2,672,43.1926,41.1609,26.7044,95.0554
SeTM+S2,673,32.2211,30.0320,18.4049,94.0972
SeTM+S2,674,22.4226,20.7122,12.0658,93.2604
SeTM+S2,675,16.6181,15.5141,8.7235,92.7459
SeTM+S2,676,13.4091,12.7309,6.9869,92.4751
SeTM+S2,677,13.0651,13.1466,7.0124,92.5256
SeTM+S2,678,15.8071,16.5176,8.7870,92.7598
SeTM+S2,679,15.5856,16.9370,8.8336,92.7957
SeTM+S2,680,21.4855,24.3584,12.8872,93.2980
SeTM+S2,681,29.3871,34.2231,18.7799,94.0715
SeTM+S2,682,35.4449,41.7216,23.7073,94.6700
SeTM+S2,683,37.4806,43.8165,25.3146,94.8477
SeTM+S2,684,47.6288,55.4569,34.4498,95.7700
SeTM+S2,685,52.5335,60.8349,39.2566,96.2122
SeTM+S2,686,61.9495,70.8050,49.3450,97.0295
SeTM+S2,687,67.9741,76.7294,56.3561,97.5418
SeTM+S2,688,74.4337,81.9227,63.9329,98.0582
SeTM+S2,689,70.6708,76.3696,57.9901,97.6317
SeTM+S2,690,73.3306,78.7340,61.2075,97.8592
SeTM+S2,691,74.0057,78.4607,61.5093,97.8689
SeTM+S2,692,77.1088,81.1106,65.3701,98.1182
SeTM+S2,693,75.6928,78.0500,62.4080,97.9316
SeTM+S2,694,86.8466,87.9028,77.5750,98.8695
SeTM+S2,695,81.8943,81.4299,69.0066,98.3673
SeTM+S2,696,83.1808,80.4463,69.1915,98.3953
SeTM+S2,697,85.3853,80.7049,70.9097,98.5145
SeTM+S2,698,90.3409,84.4708,77.4737,98.9019
SeTM+S2,699,93.8815,86.8552,82.2021,99.1555
SeTM+S2,700,88.1612,79.6512,71.9549,98.5836
SeTM+S2,701,81.2016,74.8902,63.8247,98.0571
SeTM+S2,702,74.9762,68.6509,55.8534,97.4745
SeTM+S2,703,66.5075,61.3865,46.8909,96.7354
SeTM+S2,704,57.1932,53.2966,38.0988,95.9527
SeTM+S2,705,47.8784,45.1957,30.2918,95.2065
SeTM+S2,706,41.0927,38.9138,24.9794,94.6078
SeTM+S2,707,35.7102,33.8294,21.0246,94.1813
SeTM+S2,708,36.2226,33.7560,21.1723,94.3792
SeTM+S2,709,33.4978,31.2683,19.2924,94.2478
SeTM+S2,710,43.0933,39.8995,26.1312,95.1606
SeTM+S2,711,51.6941,46.7979,32.5594,95.7891
SeTM+S2,712,58.4439,53.6565,38.8387,96.3960
SeTM+S2,713,61.6961,56.4958,41.8254,96.6065
SeTM+S2,714,70.1874,63.9974,50.3190,97.2397
SeTM+S2,715,78.3379,70.4929,58.9934,97.8310
SeTM+S2,716,90.1860,81.0827,74.5086,98.7523
SeTM+S2,717,98.6812,88.3658,87.3344,99.4175
SeTM+S2,718,88.1590,79.9403,72.1893,98.5825
SeTM+S2,719,81.4313,73.9229,63.2595,97.9932
SeTM+S2,720,64.3870,58.1395,43.9926,96.4971
SeTM+S2,721,53.7780,47.3669,33.6624,95.4303
SeTM+S2,722,40.8878,36.2595,23.7890,94.3390
SeTM+S2,723,34.7196,31.5110,19.7874,93.8309
SeTM+S2,724,33.3476,30.3087,18.8747,93.7108
SeTM+S2,725,35.8768,33.3843,20.9085,94.0276
SeTM+S2,726,43.1503,41.2890,26.7420,94.7494
SeTM+S2,727,50.8241,48.9805,33.2314,95.4822
SeTM+S2,728,55.8040,54.3208,37.9809,95.9489
SeTM+S2,729,63.9408,62.5698,46.2501,96.6489
SeTM+S2,730,65.2094,64.6123,48.0489,96.7661
SeTM+S2,731,71.0547,71.5032,55.3739,97.3190
SeTM+S2,732,81.5963,80.7732,68.3256,98.2331
SeTM+S2,733,86.6824,82.6859,73.3658,98.5522
SeTM+S2,734,91.2451,83.7075,77.4842,98.7867
SeTM+S2,735,98.0357,86.3886,84.9187,99.2293
SeTM+S2,736,96.4643,86.3158,83.6687,99.1641
SeTM+S2,737,97.0661,85.4906,83.3372,99.1597
SeTM+S2,738,93.2305,81.9757,77.3704,98.8391
SeTM+S2,739,96.6830,83.8041,81.4619,99.0768
SeTM+S2,740,95.9048,85.0143,82.0362,99.0964
SeTM+S2,741,95.2422,84.3768,80.9641,99.0276
SeTM+S2,742,91.5879,80.8070,75.2239,98.6755
SeTM+S2,743,86.5589,76.6157,68.4699,98.2190
SeTM+S2,744,81.1958,71.4435,61.3009,97.6905
SeTM+S2,745,64.8370,58.1395,44.2022,96.2378
SeTM+S2,746,53.0896,47.9821,33.6959,95.1228
SeTM+S2,747,43.3222,38.1847,25.4639,94.0602
SeTM+S2,748,38.2079,34.1827,22.0133,93.4958
SeTM+S2,749,30.3683,26.4258,16.4552,92.5871
SeTM+S2,750,25.3258,21.7851,13.2646,92.0223
SeTM+S2,751,29.7952,24.9322,15.7057,92.4300
SeTM+S2,752,33.3972,27.3362,17.6916,92.7286
SeTM+S2,753,38.7116,30.9515,20.7725,93.2189
SeTM+S2,754,44.2635,35.3838,24.4777,93.7400
SeTM+S2,755,46.6698,37.7061,26.3518,94.0077
SeTM+S2,756,55.2067,45.4281,33.1933,94.8702
SeTM+S2,757,54.1583,45.2130,32.6990,94.8575
SeTM+S2,758,58.3382,49.8822,36.7800,95.3154
SeTM+S2,759,54.9567,48.1389,34.5192,95.0417
SeTM+S2,760,55.0774,49.9933,35.5127,95.1182
SeTM+S2,761,53.6054,47.7383,33.7810,94.9000
SeTM+S2,762,54.6037,48.3465,34.4854,94.9894
SeTM+S2,763,57.6403,50.3044,36.7270,95.2426
SeTM+S2,764,57.2278,49.4285,36.0942,95.1923
SeTM+S2,765,62.4489,54.2480,40.9049,95.7201
SeTM+S2,766,61.9834,54.9328,41.0890,95.7347
SeTM+S2,767,67.3854,60.5664,46.8366,96.2946
SeTM+S2,768,66.8560,61.7127,47.2553,96.3134
SeTM+S2,769,62.3856,56.6179,42.2090,95.8404
SeTM+S2,770,74.0268,69.1611,55.6557,97.0671
SeTM+S2,771,81.6770,78.6016,66.8193,97.9559
SeTM+S2,772,89.6373,89.8419,81.3885,98.9323
SeTM+S2,773,89.8420,93.0956,84.2297,99.0990
SeTM+S2,774,88.4855,94.6621,84.2802,99.0917
SeTM+S2,775,87.3804,95.5468,83.9610,99.0684
SeTM+S2,776,88.2134,97.6290,86.3632,99.2164
SeTM+S2,777,84.4963,92.6162,79.1635,98.7610
SeTM+S2,778,82.3844,91.2022,76.3192,98.5625
SeTM+S2,779,83.5279,90.6826,76.9259,98.6181
SeTM+S3,0,98.6122,99.3207,97.9516,99.9080
SeTM+S3,1,99.2152,99.4175,98.6418,99.9388
SeTM+S3,2,98.9825,99.5079,98.5003,99.9323
SeTM+S3,3,98.8695,99.7344,98.6099,99.9372
SeTM+S3,4,98.4921,99.7693,98.2682,99.9217
SeTM+S3,5,99.1308,99.4071,98.5481,99.9346
SeTM+S3,6,98.7333,99.8143,98.5523,99.9349
SeTM+S3,7,98.6156,99.6389,98.2645,99.9217
SeTM+S3,8,98.0516,99.8729,97.9294,99.9062
SeTM+S3,9,98.5451,99.7518,98.3040,99.9238
SeTM+S3,10,98.8375,99.5252,98.3737,99.9268
SeTM+S3,11,99.0154,99.5650,98.5889,99.9365
SeTM+S3,12,99.0440,99.2909,98.3483,99.9255
SeTM+S3,13,98.7874,99.4075,98.2092,99.9181
SeTM+S3,14,99.5705,98.8791,98.4591,99.9281
SeTM+S3,15,99.5231,98.9947,98.5273,99.9319
SeTM+S3,16,99.6256,99.3933,99.0234,99.9556
SeTM+S3,17,99.5392,99.2590,98.8050,99.9463
SeTM+S3,18,99.7086,98.9664,98.6809,99.9411
SeTM+S3,19,99.4211,99.1390,98.5700,99.9355
SeTM+S3,20,99.6228,99.1114,98.7409,99.9430
SeTM+S3,21,99.4797,99.3361,98.8227,99.9466
SeTM+S3,22,99.2739,99.2835,98.5677,99.9353
SeTM+S3,23,99.5972,99.0135,98.6186,99.9384
SeTM+S3,24,99.5309,99.0532,98.5929,99.9374
SeTM+S3,25,99.6644,99.2463,98.9157,99.9520
SeTM+S3,26,99.6151,99.1747,98.7961,99.9466
SeTM+S3,27,99.6326,99.1738,98.8124,99.9472
SeTM+S3,28,99.5607,99.2549,98.8221,99.9476
SeTM+S3,29,99.4724,99.4531,98.9313,99.9520
SeTM+S3,30,99.6273,99.4261,99.0576,99.9573
SeTM+S3,31,99.6061,99.3505,98.9617,99.9524
SeTM+S3,32,99.5758,99.0963,98.6798,99.9387
SeTM+S3,33,99.7018,99.1230,98.8300,99.9450
SeTM+S3,34,99.8068,98.8521,98.6634,99.9362
SeTM+S3,35,99.6416,99.1477,98.7954,99.9421
SeTM+S3,36,99.5127,99.2261,98.7463,99.9392
SeTM+S3,37,99.6214,99.2338,98.8610,99.9447
SeTM+S3,38,99.6314,99.1352,98.7729,99.9402
SeTM+S3,39,99.5845,99.1021,98.6940,99.9358
SeTM+S3,40,99.6030,99.0191,98.6298,99.9324
SeTM+S3,41,99.6325,98.8907,98.5313,99.9281
SeTM+S3,42,99.6737,99.0095,98.6896,99.9366
SeTM+S3,43,99.6899,98.8694,98.5663,99.9310
SeTM+S3,44,99.7305,98.6344,98.3723,99.9212
SeTM+S3,45,99.6466,98.9052,98.5595,99.9308
SeTM+S3,46,99.5510,98.9797,98.5398,99.9301
SeTM+S3,47,99.6886,98.8346,98.5304,99.9295
SeTM+S3,48,99.6861,98.5788,98.2738,99.9177
SeTM+S3,49,99.6767,98.7101,98.3951,99.9236
SeTM+S3,50,99.7620,98.6159,98.3845,99.9233
SeTM+S3,51,99.6281,98.8956,98.5319,99.9307
SeTM+S3,52,99.5696,98.9965,98.5747,99.9327
SeTM+S3,53,99.5015,98.9806,98.4922,99.9288
SeTM+S3,54,99.6325,98.9603,98.6004,99.9337
SeTM+S3,55,99.7797,98.5175,98.3037,99.9197
SeTM+S3,56,99.7356,98.8150,98.5568,99.9313
SeTM+S3,57,99.7107,98.8555,98.5727,99.9307
SeTM+S3,58,99.6354,98.8853,98.5288,99.9268
SeTM+S3,59,99.7734,99.1392,98.9164,99.9449
SeTM+S3,60,99.8342,98.9638,98.8014,99.9376
SeTM+S3,61,99.7630,99.1554,98.9224,99.9423
SeTM+S3,62,99.7458,98.9831,98.7341,99.9301
SeTM+S3,63,99.4095,99.3968,98.8134,99.9327
SeTM+S3,64,99.5525,99.1558,98.7158,99.9251
SeTM+S3,65,99.4823,99.1065,98.5979,99.9158
SeTM+S3,66,99.9020,98.7155,98.6200,99.9154
SeTM+S3,67,99.9414,98.6338,98.5768,99.9109
SeTM+S3,68,99.9331,98.8875,98.8220,99.9253
SeTM+S3,69,99.9363,98.8326,98.7704,99.9209
SeTM+S3,70,99.9197,98.7325,98.6542,99.9116
SeTM+S3,71,99.8658,99.1127,98.9809,99.9313
SeTM+S3,72,99.7804,99.1334,98.9176,99.9245
SeTM+S3,73,99.7452,99.0465,98.7965,99.9138
SeTM+S3,74,99.9232,98.8188,98.7438,99.9090
SeTM+S3,75,99.9265,98.5602,98.4888,99.8913
SeTM+S3,76,99.8742,98.8126,98.6898,99.9070
SeTM+S3,77,99.9434,98.8051,98.7499,99.9126
SeTM+S3,78,99.9109,98.8994,98.8122,99.9181
SeTM+S3,79,99.8442,98.9153,98.7629,99.9152
SeTM+S3,80,99.6493,99.3352,98.9891,99.9320
SeTM+S3,81,99.7198,99.3101,99.0337,99.9362
SeTM+S3,82,99.8253,99.2848,99.1126,99.9423
SeTM+S3,83,99.8565,98.9435,98.8030,99.9232
SeTM+S3,84,99.9111,98.8122,98.7254,99.9181
SeTM+S3,85,99.9071,98.8792,98.7884,99.9217
SeTM+S3,86,99.8828,98.7173,98.6031,99.9091
SeTM+S3,87,99.8785,98.8531,98.7343,99.9177
SeTM+S3,88,99.9291,98.7773,98.7082,99.9172
SeTM+S3,89,99.8909,98.9289,98.8221,99.9258
SeTM+S3,90,99.8702,98.7373,98.6107,99.9138
SeTM+S3,91,99.8584,98.6859,98.5480,99.9113
SeTM+S3,92,99.8143,98.8793,98.6977,99.9220
SeTM+S3,93,99.8472,98.9057,98.7562,99.9274
SeTM+S3,94,99.8635,98.5963,98.4636,99.9125
SeTM+S3,95,99.7805,98.7720,98.5578,99.9201
SeTM+S3,96,99.8933,98.7055,98.6015,99.9251
SeTM+S3,97,99.7930,99.0421,98.8391,99.9394
SeTM+S3,98,99.7520,99.0182,98.7751,99.9372
SeTM+S3,99,99.8448,98.7600,98.6086,99.9304
SeTM+S3,100,99.7260,99.0093,98.7407,99.9382
SeTM+S3,101,99.4720,99.1785,98.6591,99.9359
SeTM+S3,102,99.6368,99.2293,98.8717,99.9479
SeTM+S3,103,99.6113,99.0195,98.6384,99.9391
SeTM+S3,104,99.7219,99.0778,98.8048,99.9479
SeTM+S3,105,99.7053,98.8790,98.5908,99.9405
SeTM+S3,106,99.5753,99.1437,98.7262,99.9479
SeTM+S3,107,99.6611,99.2407,98.9070,99.9567
SeTM+S3,108,99.5642,99.0837,98.6559,99.9482
SeTM+S3,109,99.5941,99.0605,98.6622,99.9499
SeTM+S3,110,99.5965,99.0583,98.6623,99.9511
SeTM+S3,111,99.6029,99.1409,98.7505,99.9550
SeTM+S3,112,99.6667,99.1771,98.8493,99.9592
SeTM+S3,113,99.5828,99.3816,98.9695,99.9637
SeTM+S3,114,99.5113,99.1009,98.6210,99.9514
SeTM+S3,115,99.5705,99.1039,98.6820,99.9534
SeTM+S3,116,99.5384,99.2316,98.7770,99.9567
SeTM+S3,117,99.3805,99.2868,98.6761,99.9530
SeTM+S3,118,99.6375,99.2776,98.9203,99.9614
SeTM+S3,119,99.6822,99.1491,98.8367,99.9583
SeTM+S3,120,99.4777,99.0090,98.4970,99.9462
SeTM+S3,121,99.4663,98.9908,98.4677,99.9455
SeTM+S3,122,99.5722,99.1035,98.6833,99.9533
SeTM+S3,123,99.3167,99.0268,98.3567,99.9410
SeTM+S3,124,99.6956,98.9606,98.6624,99.9518
SeTM+S3,125,99.7301,98.8659,98.6020,99.9492
SeTM+S3,126,99.5735,99.0514,98.6329,99.9504
SeTM+S3,127,99.6557,98.9701,98.6328,99.9507
SeTM+S3,128,99.5839,99.0598,98.6515,99.9512
SeTM+S3,129,99.7401,98.9444,98.6900,99.9528
SeTM+S3,130,99.7162,99.0098,98.7316,99.9543
SeTM+S3,131,99.5743,99.0124,98.5951,99.9494
SeTM+S3,132,99.7412,99.0962,98.8421,99.9582
SeTM+S3,133,99.7480,99.1395,98.8918,99.9602
SeTM+S3,134,99.6149,99.1247,98.7463,99.9549
SeTM+S3,135,99.6146,99.0999,98.7214,99.9540
SeTM+S3,136,99.6280,99.2466,98.8801,99.9601
SeTM+S3,137,99.5644,99.1368,98.7087,99.9546
SeTM+S3,138,99.4986,99.2519,98.7580,99.9570
SeTM+S3,139,99.6135,99.0944,98.7149,99.9563
SeTM+S3,140,99.4098,99.3751,98.7922,99.9598
SeTM+S3,141,99.5618,99.2601,98.8283,99.9618
SeTM+S3,142,99.5829,99.1827,98.7723,99.9605
SeTM+S3,143,99.6227,98.8089,98.4406,99.9504
SeTM+S3,144,99.6690,98.7755,98.4525,99.9514
SeTM+S3,145,99.5553,98.9003,98.4654,99.9525
SeTM+S3,146,99.6684,98.9455,98.6208,99.9580
SeTM+S3,147,99.6795,98.8681,98.5548,99.9565
SeTM+S3,148,99.3537,98.9950,98.3615,99.9511
SeTM+S3,149,99.5564,98.9709,98.5364,99.9566
SeTM+S3,150,99.4483,99.1407,98.5984,99.9585
SeTM+S3,151,99.5350,99.3017,98.8431,99.9656
SeTM+S3,152,99.5860,99.0074,98.6016,99.9580
SeTM+S3,153,99.5208,98.9753,98.5058,99.9544
SeTM+S3,154,99.5207,99.0970,98.6264,99.9573
SeTM+S3,155,99.4683,98.8521,98.3326,99.9468
SeTM+S3,156,99.5103,98.9192,98.4399,99.9492
SeTM+S3,157,99.3893,99.2280,98.6267,99.9544
SeTM+S3,158,99.5217,99.0480,98.5787,99.9518
SeTM+S3,159,99.6060,98.8729,98.4876,99.9478
SeTM+S3,160,99.3474,99.1509,98.5093,99.9473
SeTM+S3,161,99.2965,99.0628,98.3723,99.9416
SeTM+S3,162,99.3359,99.0032,98.3522,99.9398
SeTM+S3,163,99.5000,98.9235,98.4342,99.9418
SeTM+S3,164,99.5556,98.7741,98.3405,99.9376
SeTM+S3,165,99.5724,98.8187,98.4012,99.9392
SeTM+S3,166,99.4851,98.8330,98.3300,99.9359
SeTM+S3,167,99.5153,98.7315,98.2590,99.9332
SeTM+S3,168,99.6279,98.8398,98.4763,99.9413
SeTM+S3,169,99.4861,98.9514,98.4483,99.9400
SeTM+S3,170,99.5379,98.6337,98.1841,99.9297
SeTM+S3,171,99.4866,98.9073,98.4050,99.9387
SeTM+S3,172,99.5921,98.6303,98.2334,99.9333
SeTM+S3,173,99.3715,98.7392,98.1264,99.9306
SeTM+S3,174,99.7298,98.7224,98.4590,99.9440
SeTM+S3,175,99.6777,98.6870,98.3731,99.9423
SeTM+S3,176,99.6587,98.7847,98.4517,99.9462
SeTM+S3,177,99.9389,97.3646,97.3067,99.9083
SeTM+S3,178,99.5505,98.6892,98.2514,99.9413
SeTM+S3,179,99.5894,98.3561,97.9588,99.9320
SeTM+S3,180,99.4496,98.7106,98.1742,99.9392
SeTM+S3,181,99.8207,98.7540,98.5791,99.9524
SeTM+S3,182,99.7388,98.7115,98.4570,99.9472
SeTM+S3,183,99.5795,98.9819,98.5699,99.9498
SeTM+S3,184,99.6793,98.9573,98.6432,99.9505
SeTM+S3,185,99.6774,99.0118,98.6955,99.9504
SeTM+S3,186,99.8042,98.7066,98.5158,99.9411
SeTM+S3,187,99.7104,99.0805,98.7962,99.9502
SeTM+S3,188,99.6757,98.9149,98.5976,99.9387
SeTM+S3,189,99.6449,98.9049,98.5576,99.9334
SeTM+S3,190,99.7597,98.7336,98.4993,99.9268
SeTM+S3,191,99.7456,98.8556,98.6070,99.9287
SeTM+S3,192,99.5601,99.0736,98.6418,99.9265
SeTM+S3,193,99.6509,99.0653,98.7227,99.9268
SeTM+S3,194,99.8003,99.0092,98.8134,99.9280
SeTM+S3,195,99.7156,99.1357,98.8562,99.9272
SeTM+S3,196,99.7533,99.1178,98.8754,99.9255
SeTM+S3,197,99.7021,99.1559,98.8630,99.9226
SeTM+S3,198,99.7428,99.2528,98.9994,99.9297
SeTM+S3,199,99.7389,99.0702,98.8140,99.9138
SeTM+S3,200,99.7071,99.0653,98.7779,99.9080
SeTM+S3,201,99.7650,98.9997,98.7694,99.9051
SeTM+S3,202,99.8112,99.0866,98.9013,99.9133
SeTM+S3,203,99.8732,98.9821,98.8578,99.9078
SeTM+S3,204,99.9485,98.6652,98.6150,99.8857
SeTM+S3,205,99.9592,98.6521,98.6124,99.8853
SeTM+S3,206,99.9549,98.6891,98.6452,99.8899
SeTM+S3,207,99.9683,98.7251,98.6942,99.8973
SeTM+S3,208,99.9961,98.5032,98.4995,99.8867
SeTM+S3,209,99.9756,98.5418,98.5181,99.8929
SeTM+S3,210,99.9595,98.8544,98.8148,99.9187
SeTM+S3,211,99.9682,98.4168,98.3860,99.8954
SeTM+S3,212,99.9517,98.2125,98.1659,99.8882
SeTM+S3,213,99.9821,97.9565,97.9393,99.8812
SeTM+S3,214,99.9838,97.7856,97.7701,99.8777
SeTM+S3,215,99.9684,97.9618,97.9315,99.8935
SeTM+S3,216,99.9151,98.2491,98.1671,99.9110
SeTM+S3,217,99.9518,97.3824,97.3367,99.8769
SeTM+S3,218,99.9291,97.5230,97.4556,99.8882
SeTM+S3,219,99.9434,97.7335,97.6794,99.9029
SeTM+S3,220,99.7970,97.8819,97.6874,99.9074
SeTM+S3,221,99.9006,97.5575,97.4629,99.9016
SeTM+S3,222,99.7686,97.7781,97.5569,99.9078
SeTM+S3,223,99.7788,97.8693,97.6574,99.9139
SeTM+S3,224,99.8156,97.6472,97.4714,99.9086
SeTM+S3,225,99.7136,97.5475,97.2750,99.9026
SeTM+S3,226,99.7905,97.7948,97.5944,99.9151
SeTM+S3,227,99.6923,97.6786,97.3850,99.9081
SeTM+S3,228,99.7830,97.7778,97.5703,99.9155
SeTM+S3,229,99.5966,97.7534,97.3679,99.9083
SeTM+S3,230,99.7690,97.7538,97.5330,99.9146
SeTM+S3,231,99.6210,98.3084,97.9421,99.9297
SeTM+S3,232,99.6567,97.9205,97.5913,99.9181
SeTM+S3,233,99.4997,97.9988,97.5183,99.9165
SeTM+S3,234,99.5930,98.2844,97.8912,99.9298
SeTM+S3,235,99.3822,98.6076,98.0068,99.9337
SeTM+S3,236,99.5254,98.3193,97.8604,99.9297
SeTM+S3,237,99.5430,98.2273,97.7863,99.9280
SeTM+S3,238,99.5624,98.2547,97.8322,99.9300
SeTM+S3,239,99.4974,98.1699,97.6855,99.9253
